robustness_category,difficulty,object_specie_pair,num_questions,question,average_technical_accuracy,average_comprehensiveness,average_relevance,average_style_and_clarity,average_overall_score
pairwise,general,zipper-fabric_interior,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.2,1.8,5.0,1.2
pairwise,general,zipper-fabric_interior,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",2.6,2.6,4.0,5.0,2.8
pairwise,general,zipper-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",5.0,4.8,5.0,5.0,4.8
pairwise,general,zipper-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.8,5.0,5.0,5.0,4.8
pairwise,general,zipper-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,3.8,4.4,4.8,4.0
standalone,general,bottle-broken_large,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.8,4.0,5.0,5.0,4.0
standalone,general,bottle-broken_large,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.4,3.8,5.0,3.8,4.0
standalone,general,bottle-broken_large,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.2,3.6,4.8,4.4,3.0
standalone,general,bottle-broken_small,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.8,4.2,5.0,3.2
standalone,general,bottle-broken_small,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.4,3.0,4.4,3.6,3.2
standalone,general,bottle-broken_small,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.4,3.4,4.4,4.6,3.2
standalone,general,bottle-contamination,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,2.2,3.2,4.2,2.4
standalone,general,bottle-contamination,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.0,3.2,4.4,4.6,3.2
standalone,general,bottle-contamination,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.4,3.4,4.6,4.4,3.2
standalone,general,bottle-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.6,1.6,2.0,4.6,1.6
standalone,general,bottle-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.2,1.4,3.6,1.0
standalone,general,bottle-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.0,1.0,1.6,4.6,1.0
standalone,domain,cable-bent_wire,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.8,3.2,4.8,5.0,3.8
standalone,domain,cable-bent_wire,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.4,4.2,5.0,4.8,4.4
standalone,domain,cable-bent_wire,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.4,3.8,4.8,5.0,3.8
standalone,domain,cable-cable_swap,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.6,4.8,1.2
standalone,domain,cable-cable_swap,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,2.0,4.0,1.2
standalone,domain,cable-cable_swap,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.0,1.0,2.4,4.6,1.0
standalone,domain,cable-combined,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.4,3.6,5.0,2.6
standalone,domain,cable-combined,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.0,2.2,4.0,4.4,2.8
standalone,domain,cable-combined,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.4,3.0,4.4,4.8,3.2
standalone,domain,cable-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,3.6,4.6,4.8,3.6
standalone,domain,cable-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.0,2.8,4.2,4.8,2.8
standalone,domain,cable-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.6,3.2,4.0,5.0,3.0
standalone,domain,cable-missing_wire,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.2,2.6,5.0,1.2
standalone,domain,cable-missing_wire,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.2,1.2,2.8,4.2,1.6
standalone,domain,cable-missing_wire,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.0,1.8,3.4,4.8,2.0
standalone,general,candle-bad,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.2,1.4,1.8,4.4,1.4
standalone,general,candle-bad,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.8,3.0,4.2,4.6,3.0
standalone,general,candle-bad,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.8,3.4,4.8,4.8,3.4
standalone,general,candle-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.8,3.8,4.6,4.8,3.8
standalone,general,candle-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.4,3.0,4.6,4.8,3.4
standalone,general,candle-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.2,2.2,3.6,4.6,2.2
standalone,general,capsule-crack,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.4,3.0,4.0,5.0,3.0
